name,price,Performance_1_to_10,Weight_Proxy,Battery_Proxy,processor,ram,storage,graphics_card,img
MSI Modern 14 C12MO-1213IN Laptop,31050,1.4958677685950414,1.841804962891822,8.0,12th Gen Intel Core i3 1215U,8 GB RAM,512 GB  ,Intel Iris Xe Graphics,https://cdn1.smartprix.com/rx-iFyjcN6D3-w280-h280/msi-modern-14-c12mo.webp
HP ZBook Power G11 A8WM4PT Laptop,242999,4.966942148760331,2.6087161007922184,4.0,Intel Core Ultra 9 Series 1 185H,32 GB DDR5 RAM,1 TB  ,8 GB NVIDIA RTX 2000 Ada,https://cdn1.smartprix.com/rx-iyMiizBPa-w280-h280/hp-zbook-power-g11-a.webp
HP 15-fd0061TU Laptop,33990,1.3471074380165289,1.7430747828858535,8.0,12th Gen Intel Core i3 1215U,8 GB RAM,512 GB  ,Intel Integrated Graphics,https://cdn1.smartprix.com/rx-izw4Vj1G4-w280-h280/hp-15-fd0061tu-lapto.webp
Asus VivoBook 15 X1504ZA-NJ341W Laptop,35790,1.3471074380165289,1.7459464438350922,8.0,12th Gen Intel Core i3 1215U,16 GB DDR4 RAM,512 GB  ,Integrated Intel UHD Graphics,https://cdn1.smartprix.com/rx-iYs12l2xu-w280-h280/asus-vivobook-15-x15.webp
HP 15-fd0070TU Laptop,49499,2.7355371900826446,1.613791443124316,8.0,12th Gen Intel Core i5 1235U,8 GB RAM,512 GB  ,Intel Integrated Graphics,https://cdn1.smartprix.com/rx-ixlXWEByt-w280-h280/hp-15-fd0070tu-lapto.webp
HP Victus 15-fa1278TX Gaming Laptop,76199,7.218181818181819,2.758951338946965,4.0,13th Gen Intel Core i5 13420H,16 GB DDR4 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-i1Ze76sOl-w280-h280/hp-victus-15-fa1278t.webp
Apple MacBook Air M2 2022 MLY43HN/A Laptop,159900,2.884297520661157,1.2095772907357516,9.5,Apple M2,16 GB Unified Memory RAM,1 TB  ,10-Core GPU,https://cdn1.smartprix.com/rx-iDlowbBvy-w280-h280/apple-macbook-air-m2.webp
Infinix INBook Y3 Max Series YL613 Laptop,31990,1.3471074380165289,1.7785475593338724,8.0,12th Gen Intel Core i3 1215U,16 GB LPDDR4X RAM,256 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-iiT0w46tE-w280-h280/infinix-inbook-y3-ma.webp
Dell Inspiron 14 Plus OIN7441200101RINU1 AI Laptop,84990,1.1487603305785123,1.7712415148281875,8.0,Qualcomm Snapdragon X Plus X1P-64-100,16 GB LPDDR5X RAM,512 GB  ,Qualcomm Adreno GPU,https://cdn1.smartprix.com/rx-ibPr3x6A4-w280-h280/dell-inspiron-14-plu.webp
Dell Inspiron 5445 Laptop,57490,2.7107438016528924,1.6748923235660769,8.0,8th Gen AMD Ryzen 5 8540U,16 GB DDR5 RAM,512 GB  ,AMD Radeon Graphics,https://cdn1.smartprix.com/rx-iNRDAyTDR-w280-h280/dell-inspiron-5445-l.webp
Dell Inspiron 5445 Laptop,66990,3.925619834710744,1.6524502565981491,8.0,8th Gen AMD Ryzen 7 8840U,16 GB DDR5 RAM,1 TB  ,AMD Radeon Graphics,https://cdn1.smartprix.com/rx-iJ4DMFKfH-w280-h280/dell-inspiron-5445-l.webp
Acer Swift Go 14 SFG14-41 NX.KG3SI.007 Laptop,52999,3.925619834710744,1.8079943909740093,8.0,7th Gen AMD Ryzen 7 7730U,16 GB RAM,512 GB  ,AMD Radeon Graphics,https://cdn1.smartprix.com/rx-iVQ2IRowv-w280-h280/acer-swift-go-14-sfg.webp
Apple MacBook Air 13 2024 Laptop,109990,3.87603305785124,1.2989795673552984,9.5,Apple M3,16 GB RAM,256 GB  ,Apple 10 Core GPU,https://cdn1.smartprix.com/rx-i29NbnTae-w280-h280/apple-macbook-air-13.webp
HP 255 G9 8M397PA Laptop,34990,2.7107438016528924,1.7086936894241795,8.0,5th Gen AMD Ryzen 5 5625U,8 GB RAM,512 GB  ,AMD Radeon Graphics,https://cdn1.smartprix.com/rx-inPOVhTT9-w280-h280/hp-255-g9-8m397pa-la.webp
MSI Stealth 18 Mercedes AMG Motorsport Gaming Laptop,319990,7.347107438016529,2.7596204922676937,4.0,Intel Core Ultra 9 Series 1 185H,32 GB DDR5 RAM,1 TB  ,12 GB NVIDIA GeForce RTX 4080,https://cdn1.smartprix.com/rx-i7NZQkiwN-w280-h280/msi-stealth-18-merce.webp
MSI Modern 14 C12MO-1212IN Laptop,45290,2.884297520661157,1.629963438402923,8.0,12th Gen Intel Core i5 1235U,16 GB RAM,512 GB  ,Intel Iris Xe Graphics,https://cdn1.smartprix.com/rx-iEbBG7PFP-w280-h280/msi-modern-14-c12mo.webp
MSI Modern 15 B12MO-1006IN Laptop,45990,4.12396694214876,1.8754920587912298,8.0,12th Gen Intel Core i7 1255U,16 GB DDR4 RAM,512 GB  ,Intel Integrated Iris Xe,https://cdn1.smartprix.com/rx-iFSAuNBzu-w280-h280/msi-modern-15-b12mo.webp
MSI Modern 15 B12MO-1007IN Laptop,44490,2.7355371900826446,1.7713866332947013,8.0,12th Gen Intel Core i5 1235U,16 GB DDR4 RAM,512 GB  ,Intel Integrated Iris Xe,https://cdn1.smartprix.com/rx-i8SiCU5T0-w280-h280/msi-modern-15-b12mo.webp
MSI Modern 15 B13VE-2089IN Laptop,82990,7.218181818181819,2.507395622071276,4.0,13th Gen Intel Core i7 13620H,16 GB DDR4 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-iTJLjXvEo-w280-h280/msi-modern-15-b13ve.webp
Lenovo V15 G4 â83CQ0006IN Laptop,27899,1.1735537190082646,1.7174201393111213,8.0,7th Gen AMD Ryzen 3 7320U,8 GB LPDDR5 RAM,512 GB  ,Integrated AMD Radeon 610M,https://cdn1.smartprix.com/rx-iNPbbS6Eu-w280-h280/lenovo-v15-g4-83cq00.webp
HP 15-fd0129TU Laptop,36990,1.3471074380165289,1.8242367580524286,8.0,13th Gen Intel Core i3 1315U,8 GB DDR4 RAM,512 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-i3KnqK5Hg-w280-h280/hp-15-fd0129tu-lapto.webp
Asus Vivobook S15 OLED S5504VA-MA943WS Laptop,81990,6.355371900826446,1.8567608614431617,5.5,13th Gen Intel Core i9 13900H,16 GB LPDDR5 RAM,512 GB  ,Intel Iris Xe Graphics,https://cdn1.smartprix.com/rx-imroP0Wqc-w280-h280/asus-vivobook-s15-ol.webp
Lenovo ThinkPad E14 21JKS0X900 Laptop,74990,2.884297520661157,1.622608011968355,8.0,13th Gen Intel Core i5 1335U,16 GB DDR4 RAM,1 TB  ,Intel Iris Xe Graphics comes,https://cdn1.smartprix.com/rx-i5gVzq1nL-w280-h280/lenovo-thinkpad-e14.webp
Lenovo LOQ 2024 83GS0098IN Gaming Laptop,69990,5.502479338842975,2.639335915402562,4.0,12th Gen Intel Core i5 12450HX,24 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iP2z8I865-w280-h280/lenovo-loq-2024-83gs.webp
HP Victus 15-fa1321TX Gaming Laptop,87500,6.890909090909091,2.656170753073587,4.0,13th Gen Intel Core i7 13620H,16 GB DDR4 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iTB7ztoGk-w280-h280/hp-victus-15-fa1321t.webp
Asus TUF Gaming A15 FA506NCR-HN075WS Laptop,65990,4.371900826446281,2.488915518747975,4.0,7th Gen AMD Ryzen 7 7435HS,16 GB DDR5 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iiUG50dPR-w280-h280/asus-tuf-gaming-a15.webp
Asus Tianxuan Air 2024 Gaming Laptop,109670,2.502479338842975,2.5779140369916744,4.0,AMD Ryzen AI 9,32 GB RAM,1 TB  ,8 GB NVIDIA GeForce RTX 4060,https://cdn1.smartprix.com/rx-iTx4gJVxW-w280-h280/asus-tianxuan-air-20.webp
MSI Modern 14 C12MO-1211IN Laptop,44200,4.272727272727273,1.8263543165216638,8.0,12th Gen Intel Core i7 1255U,16 GB RAM,512 GB  ,Intel Iris Xe Graphics,https://cdn1.smartprix.com/rx-i10OpbNbx-w280-h280/msi-modern-14-c12mo.webp
Lenovo IdeaPad Slim 5 16IMH9 83DC003GIN Laptop,70990,2.884297520661157,1.6418319103959578,8.0,Intel Core Ultra 5 Series 1 125H,16 GB LPDDR5 RAM,512 GB  ,Intel Arc Graphics,https://cdn1.smartprix.com/rx-i8ciYKUqH-w280-h280/lenovo-ideapad-slim.webp
Acer TravelMate TMP214-54 Business Laptop,53290,4.12396694214876,1.7493173358542793,8.0,12th Gen Intel Core i7 1255U,8 GB DDR4 RAM,512 GB  ,Intel Integrated Iris Xe,https://cdn1.smartprix.com/rx-itGCAUK3l-w280-h280/acer-travelmate-tmp2.webp
Acer Predator Helios 16 NH.QNXSI.004 Gaming Laptop,189990,8.363636363636363,2.779006230771757,4.0,14th Gen Intel Core i7 14700HX,16 GB DDR5 RAM,1 TB  ,8 GB NVIDIA GeForce RTX 4070,https://cdn1.smartprix.com/rx-iyR68H5fw-w280-h280/acer-predator-helios.webp
Asus TUF Gaming A15 FA506NFR-HN045W Laptop,56990,3.925619834710744,2.692421581880279,4.0,7th Gen AMD Ryzen 7 7435HS,16 GB DDR5 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 2050,https://cdn1.smartprix.com/rx-iW7dwSzMw-w280-h280/asus-tuf-gaming-a15.webp
Acer Nitro V ANV15-41 UN.QPFSI.002 Gaming Laptop,64990,3.2462809917355373,2.6501443902496433,4.0,7th Gen AMD Ryzen 5 7535HS,16 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-i1uwBOjec-w280-h280/acer-nitro-v-anv15-4.webp
Lenovo IdeaPad 1 15ALC7 82R400EFIN Laptop,42850,3.925619834710744,1.7602642375994617,8.0,5th Gen AMD Ryzen 7 5700U,16 GB DDR4 RAM,512 GB  ,AMD Radeon,https://cdn1.smartprix.com/rx-iNI96kt2f-w280-h280/lenovo-ideapad-1-15a.webp
Lenovo LOQ 2024 15IAX9 83GS00CKIN Gaming Laptop,62990,4.966942148760331,2.661816302656995,4.0,12th Gen Intel Core i5 12450HX,24 GB DDR5 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 2050,https://cdn1.smartprix.com/rx-iagcPYCXe-w280-h280/lenovo-loq-2024-15ia.webp
Thomson Neo Series IN-PX14C Laptop,15292,1.0,1.8104991095873528,6.5,Intel Celeron N4020,4 GB LPDDR4 RAM,128 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-iKQG0uB0w-w280-h280/thomson-neo-series-i.webp
Asus TUF Gaming A15 FA566NFR-HN260W Laptop,54990,3.925619834710744,2.479096624890595,4.0,7th Gen AMD Ryzen 7 7435HS,8 GB DDR5 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 2050,https://cdn1.smartprix.com/rx-iizh9GqQ2-w280-h280/asus-tuf-gaming-a15.webp
MSI Modern 15 H C13M Laptop,54990,6.206611570247934,1.8754954672439537,5.5,13th Gen Intel Core i5 13420H,16 GB RAM,1 TB  ,Intel Integrated Iris Xe,https://cdn1.smartprix.com/rx-i6pzqtZb0-w280-h280/msi-modern-15-h-c13m.webp
HP Victus 15-fa0333TX Gaming Laptop,66700,5.413223140495868,2.5072022909650094,4.0,12th Gen Intel Core i5 12450H,16 GB DDR4 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-ieKdtNl7s-w280-h280/hp-victus-15-fa0333t.webp
Asus TUF Gaming A15 FA566NC-HN083WS Laptop,71990,3.15702479338843,2.5336749113136556,4.0,7th Gen AMD Ryzen 5 7535HS,16 GB DDR5 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-i4xVTkqLi-w280-h280/asus-tuf-gaming-a15.webp
HP 15-fc0155AU Laptop,34499,2.7107438016528924,1.674599003378844,8.0,7th Gen AMD Ryzen 5 7520U,8 GB LPDDR5 RAM,512 GB  ,AMD Radeon AMD,https://cdn1.smartprix.com/rx-irTiMsp2w-w280-h280/hp-15-fc0155au-lapto.webp
HP 14-gr1023TU Laptop,83990,3.7768595041322315,1.8641644190417384,8.0,Intel Core Ultra 7 155H,16 GB DDR5 RAM,512 GB  ,Intel Integrated Intel Arc,https://cdn1.smartprix.com/rx-iqUUmyuh9-w280-h280/hp-14-gr1023tu-lapto.webp
HP 14-gr1022TU Laptop,70990,2.884297520661157,1.7811920034491682,8.0,Intel Core Ultra 5 Series 1 125H,16 GB DDR5 RAM,512 GB  ,Intel Arc Graphics,https://cdn1.smartprix.com/rx-ik4Y1QvKF-w280-h280/hp-14-gr1022tu-lapto.webp
Thomson Neo 15 IN-N15I712 Laptop,37990,4.12396694214876,1.797620653886732,8.0,12th Gen Intel Core i7 1255U,16 GB LPDDR4 RAM,512 GB  ,Intel Integrated Iris Xe,https://cdn1.smartprix.com/rx-ivLK9svnC-w280-h280/thomson-neo-15-in-n1.webp
Acer Aspire 3 14 A324-45 Laptop,20990,1.0,1.8792751300845354,6.5,Intel Celeron N4500,8 GB LPDDR4X RAM,256 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-iNZsloWbR-w280-h280/acer-aspire-3-14-a32.webp
Acer Aspire 3 A324-45 Laptop,21990,1.0,1.7220167257636225,6.5,Intel Celeron N4500,8 GB LPDDR4X RAM,512 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-iNZsloWbR-w280-h280/acer-aspire-3-a324-4.webp
Thomson Neo 15 IN-N15I Laptop,33490,2.7355371900826446,1.6649320051868486,8.0,12th Gen Intel Core i5 1235U,16 GB LPDDR4 RAM,512 GB  ,Intel Integrated Iris Xe,https://cdn1.smartprix.com/rx-iYyMmOIZh-w280-h280/thomson-neo-15-in-n1.webp
HP Chromebook 14a-nf0017tu Laptop,43221,1.3471074380165289,1.7447291895250174,6.5,Intel Core i3 N305,8 GB LPDDR5 RAM,256 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-iW78s4fM6-w280-h280/hp-chromebook-14a-nf.webp
Honor MagicBook Art 14 2024 Laptop,97990,2.884297520661157,1.886092016640503,8.0,Intel Core Ultra 5 Series 1 125H,32 GB LPDDR5 RAM,1 TB  ,Intel ARC Graphics,https://cdn1.smartprix.com/rx-iGasycaEI-w280-h280/honor-magicbook-art.webp
Acer Aspire 3D 15 SpatialLabs Edition A3D15-71GM 3D Laptop,174990,7.218181818181819,2.683094807345804,4.0,13th Gen Intel Core i7 13620H,16 GB DDR5 RAM,1 TB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-iqlzdOiia-w280-h280/acer-aspire-3d-15-sp.webp
Lenovo Ideapad 5 â14AHP9 2-in-1 83DR003DIN Laptop,72149,2.7107438016528924,1.895435849296393,5.5,8th Gen AMD Ryzen 5 8645HS,16 GB LPDDR5X RAM,512 GB  ,AMD Radeon,https://cdn1.smartprix.com/rx-iAZEG2d4b-w280-h280/lenovo-ideapad-5-14a.webp
Acer Aspire 3 A325-45 Laptop,23389,1.1487603305785123,1.6287481545253395,6.5,Intel Celeron N4500,8 GB LPDDR4X RAM,512 GB  ,Intel UHD,https://cdn1.smartprix.com/rx-iluq6gACS-w280-h280/acer-aspire-3-a325-4.webp
Microsoft Surface Pro 11 2024 âZHY-00032 Laptop,109990,1.1487603305785123,1.8557668593030363,8.0,Qualcomm Snapdragon X Plus,16 GB LPDDR5x RAM,256 GB  ,Qualcomm Adreno GPU,https://cdn1.smartprix.com/rx-i4qDKdISf-w280-h280/microsoft-surface-pr.webp
Microsoft Surface Pro 11 âZIB-00031 Laptop,175990,1.1487603305785123,1.6671875191082703,8.0,Qualcomm Snapdragon X Elite,16 GB LPDDR5x RAM,1 TB  ,Qualcomm Adreno GPU,https://cdn1.smartprix.com/rx-iJPiJkDaT-w280-h280/microsoft-surface-pr.webp
Dell Inspiron 7441 Plus AI Laptop,95990,1.1487603305785123,1.6920505702635373,8.0,Qualcomm Snapdragon X Plus X1P-64-100,16 GB LPDDR5X RAM,512 GB  ,Qualcomm Adreno GPU,https://cdn1.smartprix.com/rx-iJLqHVTur-w280-h280/dell-inspiron-7441-p.webp
Acer Aspire Lite UN.34ESI.005 Gaming Laptop,32993,1.4958677685950414,1.6461363704806722,8.0,13th Gen Intel Core i3 1305U,8 GB DDR4 RAM,512 GB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-ipp0UUrzb-w280-h280/acer-aspire-lite-un.webp
Dell XPS 13 9345 AI Laptops,144990,1.1487603305785123,1.7833672086942096,8.0,Qualcomm Snapdragon X Plus X1E-80-100,16 GB LPDDR5X RAM,512 GB  ,Qualcomm Adreno GPU,https://cdn1.smartprix.com/rx-i9bJyC2vD-w280-h280/dell-xps-13-9345-ai.webp
Infinix Zero Book Ultra AI PC ZL514 Laptop,79990,4.818181818181818,1.7340495833464415,8.0,Intel Core Ultra 9 Series 1 185H,32 GB LPDDR5X RAM,1 TB  ,Intel Integrated Intel Arc,https://cdn1.smartprix.com/rx-iQiKawVuP-w280-h280/infinix-zero-book-ul.webp
Infinix Zero Book Ultra AI ZL514 Laptop,64990,3.7768595041322315,1.870962191541912,8.0,Intel Core Ultra 7 Series 1 155H,16 GB LPDDR5X RAM,512 GB  ,Intel Integrated Intel Arc,https://cdn1.smartprix.com/rx-iQiKawVuP-w280-h280/infinix-zero-book-ul.webp
Dell Vostro 3520 Laptop,37990,1.4958677685950414,1.7251586484818662,8.0,12th Gen Intel Core i3 1215U,8 GB DDR4 RAM,512 GB  ,Intel Graphics,https://cdn1.smartprix.com/rx-iLd5X8DBL-w280-h280/dell-vostro-3520-lap.webp
HP Pavilion Aero 13-bg0017AU Laptop,76990,3.925619834710744,1.66238554387704,8.0,8th Gen AMD Ryzen 7 8840U,16 GB LPDDR5x RAM,512 GB  ,AMD Radeon AMD,https://cdn1.smartprix.com/rx-iPEN3OwTA-w280-h280/hp-pavilion-aero-13.webp
Lenovo IdeaPad 3 14IAU7 82RJ00FFIN Laptop,35490,1.3471074380165289,1.6762439598931778,8.0,12th Gen Intel Core i3 1215U,16 GB DDR4 RAM,512 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-i4aIixHlF-w280-h280/lenovo-ideapad-3-14i.webp
HP Pavilion Aero 13-bg0016AU Laptop,77280,2.7107438016528924,1.8044025513567594,8.0,8th Gen AMD Ryzen 5 8640U,16 GB LPDDR5x RAM,512 GB  ,AMD Radeon AMD,https://cdn1.smartprix.com/rx-iRDrpNGDo-w280-h280/hp-pavilion-aero-13.webp
Lenovo LOQ 15ARP9 83JC0046IN Gaming Laptop,92490,5.279338842975207,2.579295591144919,4.0,7th Gen AMD Ryzen 7 7435HS,24 GB DDR5 RAM,512 GB  ,8 GB NVIDIA GeForce RTX 4060,https://cdn1.smartprix.com/rx-iJrP56MSY-w280-h280/lenovo-loq-15arp9-83.webp
HP Chromebook 14a-nf0014tu Laptop,29590,1.0,1.655031245956621,6.5,Intel N100 N100,4 GB LPDDR5 RAM,64 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-ijK2iLw3E-w280-h280/hp-chromebook-14a-nf.webp
Lenovo Yoga Pro 7 14IMH9 83E2005EIN Laptop,129900,4.788429752066116,2.624626419654401,4.0,Intel Core Ultra 7 155H,16 GB LPDDR5X RAM,1 TB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-icegQnkCe-w280-h280/lenovo-yoga-pro-7-14.webp
Gigabyte G5 MF5-52IN354SH Laptop,74000,7.218181818181819,2.4819867447366932,4.0,13th Gen Intel Core i5 13500H,16 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-icEfoar5s-w280-h280/gigabyte-g5-mf5-52in.webp
HP 15s-fy5011TU Laptop,34490,1.4958677685950414,1.8180834326643711,8.0,12th Gen Intel Core i3 1215U,8 GB DDR4 RAM,512 GB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-iRHPm5yN9-w280-h280/hp-15s-fy5011tu-lapt.webp
Gigabyte G6 MF-H2IN853SH Laptop,97149,7.218181818181819,2.7139806529945973,4.0,13th Gen Intel Core i7 13620H,16 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-iDm6d6c0B-w280-h280/gigabyte-g6-mf-h2in8.webp
Lenovo LOQ 15ARP9 83JC0045IN Gaming Laptop,80951,4.788429752066116,2.5135812395838983,4.0,7th Gen AMD Ryzen 7 7435HS,24 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-iz9KcampG-w280-h280/lenovo-loq-15arp9-83.webp
HP 15-fd0123TU Laptop,39995,1.3471074380165289,1.6538982697774323,6.5,Intel Core i3 N305,8 GB DDR4 RAM,512 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-isEYCXULX-w280-h280/hp-15-fd0123tu-lapto.webp
Asus TUF Gaming F15 FX507VU-LP210W Gaming Laptop,92990,7.218181818181819,2.6964801510238843,4.0,13th Gen Intel Core i7 13620H,16 GB DDR4 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-iDz90OPeX-w280-h280/asus-tuf-gaming-f15.webp
Lenovo Ideapad Gaming 3 15ARH7 82SB00QKIN Laptop,70990,3.2462809917355373,2.7988228860584057,4.0,7th Gen AMD Ryzen 5 7535HS,16 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-i7nDRfKv9-w280-h280/lenovo-ideapad-gamin.webp
Red Magic Titan 16 Pro Laptop,120999,7.709090909090909,2.5568474038114313,4.0,14th Gen Intel Core i9 14900HX,16 GB DDR5 RAM,1 TB  ,8 GB NVIDIA GeForce RTX 4060,https://cdn1.smartprix.com/rx-ipKE8TXXF-w280-h280/red-magic-titan-16-p.webp
Lenovo IdeaPad Slim 3 82RJ00FGIN Laptop,32990,1.4958677685950414,1.800782027332311,8.0,12th Gen Intel Core i3 1215U,8 GB DDR4 RAM,512 GB  ,âIntel UHD Graphics,https://cdn1.smartprix.com/rx-iV8Hzq5Zv-w280-h280/lenovo-ideapad-slim.webp
MSI Crosshair 16 HX Monster Hunter Edition D14VFKG-408IN Gaming Laptop,167990,7.709090909090909,2.7525343309814776,4.0,14th Gen Intel Core i7 14700HX,16 GB DDR5 RAM,1 TB  ,8 GB NVIDIA GeForce RTX 4060,https://cdn1.smartprix.com/rx-icPF8XPJy-w280-h280/msi-crosshair-16-hx.webp
Asus Vivobook S 15 OLED 2024 S5506MA-MA951WS Laptop,119990,4.818181818181818,1.8933190517292364,8.0,Intel Core Ultra 9 Series 1 185H,16 GB LPDDR5X RAM,1 TB  ,Intel Integrated Arc,https://cdn1.smartprix.com/rx-ixX0VTeCc-w280-h280/asus-vivobook-s-15-o.webp
Asus Vivobook 15 X1504VA-NJ540WS Laptop,47990,2.7355371900826446,1.8527075527726211,8.0,13th Gen Intel Core i5 1335U,16 GB DDR4 RAM,512 GB  ,Integrated Intel Iris Xe Graphics,https://cdn1.smartprix.com/rx-ieoCrB5TP-w280-h280/asus-vivobook-15-x15.webp
HP Spectre x360 16-aa0015TU Laptop,140900,3.925619834710744,1.6992141914311842,8.0,Intel Core Ultra 7 Series 1 155H,16 GB LPDDR5x RAM RAM,1 TB  ,Intel Arc Graphics,https://cdn1.smartprix.com/rx-ifDjOkWmU-w280-h280/hp-spectre-x360-16-a.webp
Lenovo IdeaPad Slim 3 83EQ005VIN Laptop,47870,4.818181818181818,1.8637968050186342,5.5,12th Gen Intel Core i5 12450H,16 GB LPDDR5 RAM,512 GB  ,Intel Integrated UHD Graphics,https://cdn1.smartprix.com/rx-iLH4fh4Iu-w280-h280/lenovo-ideapad-slim.webp
Dell XPS 16 9640 OLED Laptop,385830,5.279338842975207,2.609042683319034,4.0,Intel Core Ultra 7 Series 1 155H,32 GB LPDDR5x RAM,1 TB  ,8 GB NVIDIA GeForce RTX 4060,https://cdn1.smartprix.com/rx-iC0zrxgIN-w280-h280/dell-xps-16-9640-ole.webp
MSI Modern 15 H AI C1MG-048IN Laptop,69990,3.925619834710744,1.7323387485646462,8.0,Intel Core Ultra 7 Series 1 155H,16 GB DDR5 RAM,512 GB  ,Intel Arc Graphics,https://cdn1.smartprix.com/rx-iKDkEpTsa-w280-h280/msi-modern-15-h-ai-c.webp
MSI Thin 15 B13UC-2019IN Gaming Laptop,69990,6.801652892561983,2.581964754269134,4.0,13th Gen Intel Core i7 13620H,16 GB DDR4 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iQVAokjBI-w280-h280/msi-thin-15-b13uc-20.webp
MSI Modern 15 H AI C1MG-046IN Laptop,62990,3.925619834710744,1.8701714979560708,8.0,Intel Core Ultra 7 Series 1 155H,16 GB DDR5 RAM,512 GB  ,Intel Arc Graphics,https://cdn1.smartprix.com/rx-igjcHmPbp-w280-h280/msi-modern-15-h-ai-c.webp
MSI Cyborg 15 A13VFK-1079IN Gaming Laptop,107490,7.709090909090909,2.7214985072509323,4.0,13th Gen Intel Core i7 13620H,16 GB DDR5 RAM,512 GB  ,8 GB NVIDIA GeForce RTX 4060,https://cdn1.smartprix.com/rx-iXUSWnAWR-w280-h280/msi-cyborg-15-a13vfk.webp
Dell 16 XPS 9640 OLED Laptop,368990,6.3206611570247935,2.7863267564840344,4.0,Intel Core Ultra 9 Series 1 185H,32 GB LPDDR5x RAM,1 TB  ,8 GB NVIDIA GeForce RTX 4060,https://cdn1.smartprix.com/rx-iGt0NLxWZ-w280-h280/dell-16-xps-9640-ole.webp
Lenovo IdeaPad Slim 3 83EM008GIN Laptop,65000,6.206611570247934,1.7452959213551633,5.5,13th Gen Intel Core i7 13620H,16 GB LPDDR5 RAM,512 GB  ,Integrated Intel UHD Graphics,https://cdn1.smartprix.com/rx-iuyE8KL7Z-w280-h280/lenovo-ideapad-slim.webp
MSI Summit 16 AI Evo A1MTG-025IN Laptop,114990,3.925619834710744,1.734173687918163,8.0,1st Gen Intel Core Ultra 7 Series 1 155H,32 GB LPDDR5 RAM,1 TB  ,Intel Arc Graphics,https://cdn1.smartprix.com/rx-iYw7a1pYM-w280-h280/msi-summit-16-ai-evo.webp
Gigabyte Aorus 16X ASG-63USC65SH Gaming Laptop,189990,8.363636363636363,2.4326388888061885,4.0,14th Gen Intel Core i9 14900HX,32 GB DDR5 RAM,2 TB  ,8 GB NVIDIA GeForce RTX 4070,https://cdn1.smartprix.com/rx-ikY1ync4K-w280-h280/gigabyte-aorus-16x-a.webp
MSI Modern 14 C12MO-1203IN Laptop,44990,2.7355371900826446,1.769161958297039,8.0,12th Gen Intel Core i5 1235U,16 GB DDR4 RAM,512 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-iTxdToPjb-w280-h280/msi-modern-14-c12mo.webp
HP Pavilion Plus 14-ew1082TU Laptop,72899,2.884297520661157,1.7576698040072725,8.0,Intel Core Ultra 5 Series 1 125H,16 GB LPDDR5x RAM,512 GB  ,Intel Graphics,https://cdn1.smartprix.com/rx-iAB4DNuA9-w280-h280/hp-pavilion-plus-14.webp
