name,price,Performance_1_to_10,Weight_Proxy,Battery_Proxy,processor,ram,storage,graphics_card,img
Acer Nitro V ANV15-41 NH.QPFSI.003 Gaming Laptop,72990,4.461157024793389,2.5950940337481576,4.0,7th Gen AMD Ryzen 7 7735HS,16 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iFs6KHBME-w280-h280/acer-nitro-v-anv15-4.webp
Lenovo ThinkBook 15 G5 21JFA02KIN Laptop,54939,2.7107438016528924,1.8455442528995907,8.0,7th Gen AMD Ryzen 5 7530U,16 GB DDR4 RAM,512 GB  ,AMD Radeon AMD,https://cdn1.smartprix.com/rx-ieHqUaqIS-w280-h280/lenovo-thinkbook-15.webp
Huawei MateBook X Pro 2024 Laptop,188990,4.966942148760331,1.7760378971617712,8.0,Intel Core Ultra 9 Series 1 185H,32 GB RAM,2 TB  ,Intel Arc Graphics,https://cdn1.smartprix.com/rx-igqcEknUF-w280-h280/huawei-matebook-x-pr.webp
Microsoft Surface Pro10 Laptop,199990,3.925619834710744,1.6055475983484457,8.0,Intel Core Ultra 7 165U,32 GB LPDDR5x RAM,1 TB  ,Intel Graphics,https://cdn1.smartprix.com/rx-i9G3dZHBS-w280-h280/microsoft-surface-pr.webp
Asus Vivobook 16X 2023 K3605ZC-MBN544WS Laptop,65990,5.413223140495868,2.442147024260787,4.0,12th Gen Intel Core i5 12500H,16 GB DDR4 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-i3uUcQ9JG-w280-h280/asus-vivobook-16x-20.webp
Ultimus Pro NU14U5INC43BN-SG Laptop,11990,1.0,1.736632155486343,6.5,Intel Celeron N4020c,4 GB DDR4 RAM,128 GB  ,Intel Integrated UHD Graphics,https://cdn1.smartprix.com/rx-iDysvsyir-w280-h280/ultimus-pro-nu14u5in.webp
Acer Predator Helios 16 âPH16-72 NH.QNZSI.002 Gaming Laptop,239990,8.735537190082646,2.627261289976652,4.0,14th Gen Intel Core i9 14900HX,32 GB DDR5 RAM,1 TB  ,12 GB NVIDIA GeForce RTX 4080,https://cdn1.smartprix.com/rx-iaxcihevC-w280-h280/acer-predator-helios.webp
Acer Aspire Lite AL15-41 Laptop,39990,3.925619834710744,1.816837708229037,8.0,5th Gen AMD Ryzen 7 5700U,16 GB DDR4 RAM,512 GB  ,AMD Graphics,https://cdn1.smartprix.com/rx-iuuzEUvTp-w280-h280/acer-aspire-lite-al1.webp
MSI Cyborg 15 AI A1VEK-051IN Gaming Laptop,77154,3.747107438016529,2.412903312647635,4.0,Intel Core Ultra 5 Series 1 125H,16 GB DDR5 RAM,1 TB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-imrHdaMZA-w280-h280/msi-cyborg-15-ai-a1v.webp
MSI Thin A15 AI B7UC-067IN Gaming Laptop,59990,3.15702479338843,2.6874413436701596,4.0,7th Gen AMD Ryzen 5 7535HS,16 GB DDR4 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iQVPS7tHO-w280-h280/msi-thin-a15-ai-b7uc.webp
MSI Modern 15 C13M-080IN Laptop,57990,6.206611570247934,1.7731363970770915,5.5,13th Gen Intel Core i7 13700H,16 GB DDR4 RAM,1 TB  ,Intel Integrated Iris Xe,https://cdn1.smartprix.com/rx-iaWLzoXY1-w280-h280/msi-modern-15-c13m-0.webp
MSI Modern 14 D13MG-071IN Laptop,69990,6.206611570247934,1.8196833684641411,5.5,13th Gen Intel Core i9 13900H,16 GB DDR4 RAM,1 TB  ,Intel Integrated Iris Xe,https://cdn1.smartprix.com/rx-ibKtzzAd3-w280-h280/msi-modern-14-d13mg.webp
HP Omen 16-xf0081AX Gaming Laptop,135999,5.279338842975207,2.6874941023223644,4.0,7th Gen AMD Ryzen 7 7840HS,32 GB DDR5 RAM,1 TB  ,8 GB NVIDIA GeForce RTX 4060,https://cdn1.smartprix.com/rx-ihhitjqGJ-w280-h280/hp-omen-16-xf0081ax.webp
Dell G15-5530 GN5530194YM001ORB1 Gaming Laptop,95490,6.890909090909091,2.596151742847898,4.0,13th Gen Intel Core i7 13650HX,16 GB DDR5 RAM,1 TB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-ifVDHHaGM-w280-h280/dell-g15-5530-gn5530.webp
Lenovo ThinkBook 14 21KG00AFIN Laptop,39990,1.4958677685950414,1.609702578521203,8.0,13th Gen Intel Core i3 1315U,8 GB DDR5 RAM,512 GB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-in4YO9oTn-w280-h280/lenovo-thinkbook-14.webp
Acer Aspire Lite AL15-52 2023 Laptop,43990,2.884297520661157,1.7061978477403912,8.0,12th Gen Intel Core i5 1235U,8 GB DDR4 RAM,512 GB  ,Intel Iris Xe Graphics,https://cdn1.smartprix.com/rx-i23v3xo8I-w280-h280/acer-aspire-lite-al1.webp
Lenovo Yoga 7 82YL0099IN Laptop,109990,4.272727272727273,1.715705915898154,5.5,13th Gen Intel Core i7 1360P,16 GB LPDDR5 RAM,1 TB  ,AMD Radeon Graphics,https://cdn1.smartprix.com/rx-ilRSmUCwI-w280-h280/lenovo-yoga-7-82yl00.webp
Lenovo IdeaPad 5 Pro 82SN00F0IN Gaming Laptop,62333,4.371900826446281,2.651609300122272,4.0,6th Gen AMD Ryzen 7 6800HS ,16 GB LPDDR5 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iY5UetDWp-w280-h280/lenovo-ideapad-5-pro.webp
Dell Vostro 3525 Laptop,32583,2.7107438016528924,1.701327693092515,8.0,5th Gen AMD Ryzen 5 5500U,8 GB DDR4 RAM,512 GB  ,AMD Radeon Graphics,https://cdn1.smartprix.com/rx-iAF4Wd7FK-w280-h280/dell-vostro-3525-lap.webp
Dell Inspiron 3520 15 Laptop,42990,2.884297520661157,1.780794807480387,8.0,12th Gen Intel Core i5 1235U,8 GB DDR4 RAM,512 GB  ,Intel Iris Xe Graphics,https://cdn1.smartprix.com/rx-iTQbEh7ax-w280-h280/dell-inspiron-3520-1.webp
HP Victus 15-fb0147AX Gaming Laptop,50660,2.7107438016528924,2.5159111827037903,4.0,5th Gen AMD Ryzen 5 5600H,8 GB DDR4 RAM,512 GB  ,4 GB AMD Radeon RX 6500M,https://cdn1.smartprix.com/rx-i5vhUyjwS-w280-h280/hp-victus-15-fb0147a.webp
HP 250 G9 7M659PA Laptop,35390,1.3471074380165289,1.7051398399554198,8.0,12th Gen Intel Core i3 1215U,8 GB DDR4 RAM,512 GB  ,Intel Integrated,https://cdn1.smartprix.com/rx-iHvI6zlO3-w280-h280/hp-250-g9-7m659pa-la.webp
Infinix INBook X3 Slim Series XL422 Laptop,39990,4.12396694214876,1.6650685984673201,8.0,12th Gen Intel Core i7 1255U,16 GB LPDDR4X RAM,512 GB  ,Intel Integrated Iris Xe,https://cdn1.smartprix.com/rx-iOcnXVdrE-w280-h280/infinix-inbook-x3-sl.webp
Asus TUF Gaming F15 FX577ZC-HN192W Gaming Laptop,78990,5.413223140495868,2.6348910736615565,4.0,12th Gen Intel Core i7 12700H ,16 GB DDR5 RAM,1 TB  ,4 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iADGj9Apc-w280-h280/asus-tuf-gaming-f15.webp
Lenovo LOQ 15IRH8 82XV00F7IN 2023 Gaming Laptop,82990,6.3206611570247935,2.6460026885985726,4.0,12th Gen Intel Core i5 12450H,16 GB DDR5 RAM,512 GB  ,8 GB NVIDIA GeForce RTX 4060,https://cdn1.smartprix.com/rx-iO01rBeU7-w280-h280/lenovo-loq-15irh8-82.webp
Dell XPS 15 9530 Laptop,154794,7.218181818181819,2.7809056208019127,4.0,13th Gen Intel Core i7 13700H,16 GB DDR5 RAM,1 TB  ,6 GB NVIDIA RTX 4050,https://cdn1.smartprix.com/rx-i7Df3EAeP-w280-h280/dell-xps-15-9530-lap.webp
HP Omen 16-wd0880TX Gaming Laptop,84990,7.218181818181819,2.688361908162365,4.0,13th Gen Intel Core i5 13420H,16 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-iOKKDGlZB-w280-h280/hp-omen-16-wd0880tx.webp
Infinix Zerobook 2023 Laptop,86133,6.206611570247934,1.8918435701818095,5.5,13th Gen Intel Core i9 13900H,32 GB LPDDR5X RAM,1 TB  ,Intel Integrated Iris Xe,https://cdn1.smartprix.com/rx-iH4FwlZ9q-w280-h280/infinix-zerobook-202.webp
âHP Zbook Power G4-A Laptop,66484,3.925619834710744,1.8517222832131004,5.5,6th Gen AMD Ryzen 7 6800H,16 GB DDR5 RAM,1 TB  ,4 GB âNVIDIA Quadro T600,https://cdn1.smartprix.com/rx-i3QzzpBxa-w280-h280/hp-zbook-power-g4-a.webp
MSI Modern 14 C7M-218IN Laptop,50990,3.925619834710744,1.7233243858182243,8.0,7th Gen AMD Ryzen 7 7730U,16 GB DDR4 RAM,512 GB  ,AMD Radeon AMD,https://cdn1.smartprix.com/rx-i8VYMaldF-w280-h280/msi-modern-14-c7m-21.webp
HP Pavilion 15-EH3101AU Laptop,55990,3.925619834710744,1.801172646592246,8.0,7th Gen AMD Ryzen 7 7730U,16 GB DDR4 RAM,512 GB  ,AMD Radeon Vega 8 Graphics,https://cdn1.smartprix.com/rx-iy3ihER7q-w280-h280/hp-pavilion-15-eh310.webp
Dell Inspiron 3530 Laptop,47400,2.7355371900826446,1.8337261008146317,8.0,13th Gen Intel Core i5 1335U,8 GB DDR4 RAM,512 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-ieAeBfcch-w280-h280/dell-inspiron-3530-l.webp
Acer Aspire 7 A715-76G NH.QMFSI.004 Gaming Laptop,54990,4.966942148760331,1.7714928498319777,5.5,12th Gen Intel Core i5 12450H,16 GB DDR4 RAM,512 GB  ,4 GB NVIDIA GeForce GTX 3050,https://cdn1.smartprix.com/rx-iQUFa2C3O-w280-h280/acer-aspire-7-a715-7.webp
HP Pavilion 15-eg3081TU Laptop,63990,2.7355371900826446,1.6267795343668978,5.5,13th Gen Intel Core i5 1340P,16 GB DDR4 RAM,512 GB  ,Intel Integrated Integrated,https://cdn1.smartprix.com/rx-iwTKv09Ye-w280-h280/hp-pavilion-15-eg308.webp
Acer Predator Helios Neo 16 PHN16-71 Laptop,97990,7.218181818181819,2.4562845342819677,4.0,13th Gen Intel Core i7 13700HX,16 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-i30x39w0C-w280-h280/acer-predator-helios.webp
Asus Vivobook S15 OLED 2023 S5504VA-MA543WS Laptop,78990,6.206611570247934,1.8965776723904213,5.5,13th Gen Intel Core i5 13500H,16 GB LPDDR5 RAM,512 GB  ,Intel Integrated Iris Xe,https://cdn1.smartprix.com/rx-iyjzQ7ALu-w280-h280/asus-vivobook-s15-ol.webp
HP Pavilion x360 14-ek1010TU Laptop,73490,2.7355371900826446,1.6934172869360173,8.0,13th Gen Intel Core i5 1335U,16 GB DDR4 RAM,1 TB  ,Intel Integrated Iris Xe,https://cdn1.smartprix.com/rx-ih59Pv4z0-w280-h280/hp-pavilion-x360-14.webp
Dell Vostro 3420 Laptop,51490,2.884297520661157,1.6728948705375424,8.0,12th Gen Intel Core i5 1235U,16 GB DDR4 RAM,512 GB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-ix1eNcaC0-w280-h280/dell-vostro-3420-lap.webp
Ultimus S152 NU15U2INC44VN-SG Laptop,14619,1.0,1.7454008864359623,6.5,Intel Celeron N4020,4 GB DDR4 RAM,256 GB  ,Intel Integrated UHD Graphics,https://cdn1.smartprix.com/rx-iWnf6KLj1-w280-h280/ultimus-s152-nu15u2i.webp
HP Victus 15-fa0165TX Laptop,74800,4.966942148760331,1.882527226756851,5.5,12th Gen Intel Core i5 12450H,8 GB DDR4 RAM,512 GB  ,4 GB NVIDIA GeForce GTX 1650,https://cdn1.smartprix.com/rx-iFi4Tlxfe-w280-h280/hp-victus-15-fa0165t.webp
Dell Precision 5550 Laptop,184999,3.578512396694215,1.716476635109469,5.5,10th Gen Intel Core i7 10750H,16 GB DDR4 RAM,512 GB  ,4 GB NVIDIA ,https://cdn1.smartprix.com/rx-ihkVyuxbZ-w280-h280/dell-precision-5550.webp
Asus Vivobook S16 2025 S3607QA-SH074WS Laptop,79990,1.1487603305785123,1.8792397614572374,8.0,Qualcomm Snapdragon X X1 26 100,16 GB LPDDR5X RAM,512 GB  ,Qualcomm Adreno Adreno,https://cdn1.smartprix.com/rx-imGBHQUIP-w280-h280/asus-vivobook-s16-20.webp
Lenovo Thinkpad P16v 21KX002GUS Laptop,299999,4.966942148760331,2.6222050442778455,4.0,Intel Core Ultra 9 Series 1 185H,32 GB RAM,1 TB  ,NVIDIA RTX 3000 Ada Generation,https://cdn1.smartprix.com/rx-iUYS7KsVV-w280-h280/lenovo-thinkpad-p16v.webp
HP Victus 15-fb3123AX Gaming Laptop,62490,3.925619834710744,2.4284699104984657,4.0,7th Gen AMD Ryzen 7 7445H,16 GB DDR5 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 2050,https://cdn1.smartprix.com/rx-iHH5oyvE4-w280-h280/hp-victus-15-fb3123a.webp
Acer Travel Lite 14 TL14-52M Laptop,82786,4.272727272727273,1.8633398838485777,8.0,13th Gen Intel Core i7 1355U,16 GB DDR4 RAM,512 GB  ,âIntel Iris Xe Graphics,https://cdn1.smartprix.com/rx-iPsChSVn4-w280-h280/acer-travel-lite-14.webp
MSI Thin 15 B13UC-125IN Gaming Laptop,65990,6.801652892561983,2.4273339701757957,4.0,13th Gen Intel Core i5 13420H,16 GB DDR4 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iLyaSnO04-w280-h280/msi-thin-15-b13uc-12.webp
MSI Thin 15 B13UC-124IN Gaming Laptop,72990,6.801652892561983,2.401270574842068,4.0,13th Gen Intel Core i7 13620H,16 GB DDR4 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iWmoLt1nw-w280-h280/msi-thin-15-b13uc-12.webp
HP 15-fd0549TU Laptop,55990,2.7355371900826446,1.7803331517656025,8.0,13th Gen Intel Core i5 1334U,8 GB DDR4 RAM,1 TB  ,Intel Integrated,https://cdn1.smartprix.com/rx-i3oTfzIu7-w280-h280/hp-15-fd0549tu-lapto.webp
Acer Nitro V ANV15-52 NH.QZ9SI.001 Gaming Laptop,99999,6.890909090909091,2.7239812645944754,4.0,13th Gen Intel Core i7 13620H,16 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iBP8YDmg2-w280-h280/acer-nitro-v-anv15-5.webp
Asus Vivobook 14 2025 X1404VAP-EB542WS Laptop,49990,1.0,1.6642136640316263,8.0,Intel Core 5 120U,16 GB DDR4 RAM,512 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-iuororWpa-w280-h280/asus-vivobook-14-202.webp
MSI Vector 16 HX AI A2XWIG-442IN Gaming Laptop,289990,4.966942148760331,2.4128144013436312,4.0,Intel Core Ultra 9 275HX,16 GB DDR5 RAM,1 TB  ,16 GB NVIDIA GeForce RTX 5080,https://cdn1.smartprix.com/rx-iZ7zZAIqt-w280-h280/msi-vector-16-hx-ai.webp
HP Envy x360 14-fc0125TU Laptop,103750,3.7768595041322315,1.8961967436383496,8.0,Intel Core Ultra 7 155U,16 GB LPDDR5 RAM,512 GB  ,Integrated Intel Graphics,https://cdn1.smartprix.com/rx-iA7btDCl3-w280-h280/hp-envy-x360-14-fc01.webp
Lenovo ThinkBook 16 21MWA0AJIN Laptop,44572,2.7107438016528924,1.8098604722899834,5.5,7th Gen AMD Ryzen 5 7535HS,8 GB DDR5 RAM,512 GB  ,AMD Radeon Graphics,https://cdn1.smartprix.com/rx-itV1RrmpC-w280-h280/lenovo-thinkbook-16.webp
MSI Katana 15 HX B14WGK-256IN Gaming Laptop,159990,6.355371900826446,2.606399194641302,4.0,14th Gen Intel Core i7 14650HX,16 GB RAM,1 TB  ,8 GB NVIDIA GeForce RTX 5070,https://cdn1.smartprix.com/rx-ibTP4CCdK-w280-h280/msi-katana-15-hx-b14.webp
HP 16-FD0640TU Laptop,58990,1.1487603305785123,1.6279977683978755,8.0,Intel Core 5 Processor Series 1 120U,16 GB DDR4 RAM,512 GB  ,Intel Iris Xe Graphics,https://cdn1.smartprix.com/rx-iXoSfvKcB-w280-h280/hp-16-fd0640tu-lapto.webp
Acer Travel Lite TL14-52M Laptop,47199,2.7355371900826446,1.89878855322406,8.0,12th Gen Intel Core i5 1334U,16 GB DDR4 RAM,512 GB  ,Intel Integrated Iris Xe,https://cdn1.smartprix.com/rx-iRN8TfQgA-w280-h280/acer-travel-lite-tl1.webp
Lenovo IdeaPad Slim 3 14IRU8 82X60062IN Laptop,37490,1.3471074380165289,1.6469229517152062,8.0,13th Gen Intel Core i3 1315U,8 GB LPDDR5 RAM,512 GB  ,Integrated Intel UHD Graphics,https://cdn1.smartprix.com/rx-iLftwLzCr-w280-h280/lenovo-ideapad-slim.webp
MSI Crosshair A16 D8WFKG-036IN Gaming Laptop,159990,3.925619834710744,2.7721130035213872,4.0,8th Gen AMD Ryzen 7 8840HX,16 GB DDR5 RAM,1 TB  ,8 GB NVIDIA GeForce RTX 5060,https://cdn1.smartprix.com/rx-ijLG2VDIK-w280-h280/msi-crosshair-a16-d8.webp
HP Victus 15-fb3124AX Gaming Laptop,81990,4.788429752066116,2.4857788540860426,4.0,7th Gen AMD Ryzen 7 7445H,16 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-io2TlM2t5-w280-h280/hp-victus-15-fb3124a.webp
Acer Swift Neo OLED AI SFN14-54H UN.35GSI.004 Laptop,85900,2.7355371900826446,1.7685566111527287,8.0,Intel Core Ultra 5 115U,16 GB LPDDR5 RAM,1 TB  ,Intel Integrated Arc,https://cdn1.smartprix.com/rx-iGMdyFbqt-w280-h280/acer-swift-neo-oled.webp
Alienware Area-51 Gaming Laptop,534982,4.966942148760331,2.659891422661077,4.0,Intel Core Ultra 9 275HX,64 GB DDR5 RAM,2 TB  ,24 GB NVIDIA GEFORCE RTX 5090,https://cdn1.smartprix.com/rx-i3ReW8uZv-w280-h280/alienware-area-51-ga.webp
MSI Vector 17 HX AI A2XWHG-085IN Gaming Laptop,259990,4.966942148760331,2.4447611302768752,4.0,Intel Core Ultra 9 275HX,32 GB DDR5 RAM,2 TB  ,12 GB NVIDIA GeForce RTX 5070 Ti,https://cdn1.smartprix.com/rx-itiH4jeOK-w280-h280/msi-vector-17-hx-ai.webp
HP Victus 15-fa2192TX Gaming Laptop,65990,6.801652892561983,2.4708544112939625,4.0,13th Gen Intel Core i5 13420H,16 GB DDR4 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iEnunPTVz-w280-h280/hp-victus-15-fa2192t.webp
MSI Katana 15 B2RVEK-2427IN Gaming Laptop,97990,2.0115702479338844,2.665988594541447,4.0,Intel Core 7 240H,16 GB DDR5 RAM,1 TB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-ifUVZoFeX-w280-h280/msi-katana-15-b2rvek.webp
Lenovo Yoga Slim 7 83CV008XIN Laptop,104990,3.7768595041322315,1.7688949201256645,8.0,Intel Core Ultra 7 Series 1 155H,32 GB LPDDR5x RAM,1 TB  ,Integrated Intel Arc Graphics,https://cdn1.smartprix.com/rx-ihUSlhe4I-w280-h280/lenovo-yoga-slim-7-8.webp
Lenovo IdeaPad Slim 3 15ABR8 82XM0119IN Laptop,38990,2.7107438016528924,1.6909144273315255,8.0,5th Gen AMD Ryzen 5 5625U,16 GB DDR4 RAM,512 GB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-ihNRkHjAS-w280-h280/lenovo-ideapad-slim.webp
Lenovo IdeaPad Slim 3 15ABR8 82XM0116IN Laptop,35990,2.7107438016528924,1.7171786919183896,8.0,5th Gen AMD Ryzen 5 5625U,8 GB DDR4 RAM,512 GB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-imOZEL8HN-w280-h280/lenovo-ideapad-slim.webp
Lenovo LOQ ââ15IAX9E 83LK00AUIN âAI Gaming Laptop,60990,5.413223140495868,2.4514553741285052,4.0,12th Gen Intel Core i5 12450HX,12 GB DDR5 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 3050A,https://cdn1.smartprix.com/rx-iPeNgFfHf-w280-h280/lenovo-loq-15iax9e-8.webp
Acer Predator Helios Neo16S NH.QXASI.003 PHN16S-71 Gaming Laptop,209999,4.966942148760331,2.7138557714446403,4.0,Intel Core Ultra 9 275HX,32 GB LPDDR5X RAM,1 TB  ,8 GB NVIDIA GeForce RTX 5070,https://cdn1.smartprix.com/rx-iflSrxcLE-w280-h280/acer-predator-helios.webp
Asus TUF Gaming A15 FA506NCG-HN251WS Laptop,79499,4.371900826446281,2.464270833116129,4.0,7th Gen AMD Ryzen 7 7445HS,16 GB DDR5 RAM,1 TB  ,4 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-i4dWVOVkQ-w280-h280/asus-tuf-gaming-a15.webp
Asus TUF Gaming A15 FA506NCG-HN250W Laptop,78990,4.371900826446281,2.563818733537604,4.0,7th Gen AMD Ryzen 7 7445HS,32 GB DDR5 RAM,1 TB  ,4 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iLKf5CX5M-w280-h280/asus-tuf-gaming-a15.webp
HP Omen 16-ap0165AX Gaming Laptop,137990,1.1487603305785123,2.701027642107875,4.0,AMD Ryzen AI 7 350,16 GB DDR5 RAM,1 TB  ,8 GB NVIDIA GeForce RTX 5050,https://cdn1.smartprix.com/rx-i7xBHcRqN-w280-h280/hp-omen-16-ap0165ax.webp
Acer Predator Helios Neo16S NH.QXASI.002 PHN16S-71 Gaming Laptop,204999,4.966942148760331,2.5368072822188603,4.0,Intel Core Ultra 9 275HX,16 GB LPDDR5X RAM,1 TB  ,8 GB NVIDIA GeForce RTX 5070,https://cdn1.smartprix.com/rx-iTM8J5Msr-w280-h280/acer-predator-helios.webp
Lenovo Yoga 7 2-in-1 ââ14AKP10 83JR001EIN Laptop,102990,1.0,1.7069596892251315,6.5,AMD Ryzen AI 7 350,24 GB LPDDR5x RAM,1 TB  ,Integrated AMD Radeon Graphics,https://cdn1.smartprix.com/rx-il6rK7heT-w280-h280/lenovo-yoga-7-2-in-1.webp
Lenovo Yoga Slim 9 14ILL10 83CX002LIN Laptop,199990,3.7768595041322315,1.894576099281355,8.0,Intel Core Ultra 7 258V,32 GB LPDDR5X RAM,1 TB  ,Intel Integrated Arc 140 V,https://cdn1.smartprix.com/rx-iK2tqMSQP-w280-h280/lenovo-yoga-slim-9-1.webp
Alienware 18 Area-51 Gaming Laptop,459627,4.966942148760331,2.515668648801788,4.0,Intel Core Ultra 9 275HX,32 GB DDR5 RAM,2 TB  ,16 GB NVIDIA GEFORCE RTX 5080,https://cdn1.smartprix.com/rx-iRwEALFHi-w280-h280/alienware-18-area-51.webp
Lenovo IdeaPad Slim 3 14IRH10 83K00034IN Laptop,56990,6.355371900826446,1.6825357811626456,5.5,13th Gen Intel Core i5 13420H,16 GB LPDDR5 RAM,512 GB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-i2udIEkGv-w280-h280/lenovo-ideapad-slim.webp
HP Victus 16-r1707TX Gaming Laptop,79990,6.890909090909091,2.4346966878822496,4.0,14th Gen Intel Core i5 14450HX,16 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iJ8S72GEg-w280-h280/hp-victus-16-r1707tx.webp
Lenovo IdeaPad Slim 3 83K4004UIN Laptop,60990,1.0,1.7880543966468412,5.5,Intel Core 5 210H,16 GB LPDDR5 RAM,512 GB  ,Integrated Intel Graphics,https://cdn1.smartprix.com/rx-iM002coVC-w280-h280/lenovo-ideapad-slim.webp
Lenovo LOQ 15IRX9 83DV018NIN Gaming Laptop,75490,6.890909090909091,2.4969346569984356,4.0,13th Gen Intel Core i5 13450HX,16 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-ioud9yTZy-w280-h280/lenovo-loq-15irx9-83.webp
Asus Vivobook 14 X1407QA-LY038WS Laptop,57990,1.1487603305785123,1.681781248927054,8.0,Qualcomm Snapdragon X X1 26 100,16 GB LPDDR5X RAM,512 GB  ,Qualcomm Adreno Adreno,https://cdn1.smartprix.com/rx-iAagDqbNG-w280-h280/asus-vivobook-14-x14.webp
MSI Crosshair A16 HX D8WFKG-035IN Gaming Laptop,159990,5.31404958677686,2.4389299878434247,4.0,8th Gen AMD Ryzen 9 8940HX,16 GB DDR5 RAM,1 TB  ,8 GB NVIDIA GeForce RTX 5060,https://cdn1.smartprix.com/rx-i9GdIh2mj-w280-h280/msi-crosshair-a16-hx.webp
MSI Vector 16 HX AI A2XWIG-226IN Gaming Laptop,299990,4.966942148760331,2.7567656483352665,4.0,Intel Core Ultra 9 275HX,32 GB DDR5 RAM,1 TB  ,16 GB NVIDIA GeForce RTX 5080,https://cdn1.smartprix.com/rx-iVpNuO4xx-w280-h280/msi-vector-16-hx-ai.webp
HP Victus 15-fb3185AX Gaming Laptop,102990,3.925619834710744,2.787177710800489,4.0,AMD Ryzen 7 260,24 GB DDR5 RAM,1 TB  ,8 GB NVIDIA GeForce RTX 5050,https://cdn1.smartprix.com/rx-ifB3gRNvw-w280-h280/hp-victus-15-fb3185a.webp
Lenovo IdeaPad Slim 3 15Q8X10 83N30020IN Laptop,61790,1.1487603305785123,1.6275791831673152,8.0,Qualcomm Snapdragon X X1-26-100,16 GB LPDDR5X RAM,512 GB  ,Qualcomm Adreno GPU,https://cdn1.smartprix.com/rx-ibKg2fpzI-w280-h280/lenovo-ideapad-slim.webp
Lenovo V14 83A000NLIN Laptop,46101,6.206611570247934,1.6448179931552906,5.5,13th Gen Intel Core i5 13420H,8 GB DDR4 RAM,512 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-i0nzD9Vh8-w280-h280/lenovo-v14-83a000nli.webp
Asus Gaming V16 2025 V3607VH-RP037WS Laptop,102990,1.1487603305785123,2.4492313811182562,4.0,5th Gen Intel Core 5 210H,16 GB DDR5 RAM,512 GB  ,8 GB NVIDIA GeForce RTX 5050,https://cdn1.smartprix.com/rx-iq4fFXjyC-w280-h280/asus-gaming-v16-2025.webp
HP Spectre x360 14-eu0670TU Laptop,158900,3.925619834710744,1.665488985947411,8.0,Intel Core Ultra 7 Series 1 155H,32 GB LPDDR5x RAM,1 TB  ,Intel Arc Graphics,https://cdn1.smartprix.com/rx-iKY7Kv1J6-w280-h280/hp-spectre-x360-14-e.webp
Lenovo Yoga Slim 7 14IMH9 83CV00B3IN Laptop,109990,4.818181818181818,1.8121820157686266,8.0,Intel Core Ultra 9 Series 1 185H,16 GB LPDDR5x RAM,1 TB  ,Integrated Intel Arc Graphics,https://cdn1.smartprix.com/rx-iYsNEckoO-w280-h280/lenovo-yoga-slim-7-1.webp
Asus Vivobook 15 X1504VAP-NJ2862WS Laptop,47990,1.0,1.8145354054679528,8.0,Intel Core 5 120U,16 GB DDR4 RAM,512 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-iaLZoMdDf-w280-h280/asus-vivobook-15-x15.webp
